NHI,preferredName,dateOfBirth,eMail,phone,preferredContactMethod
ANZ1388,Helen  ,1971-02-03,ANZ1388@havemydata.nz,6991396,phone
ANO1392,Gena  ,1973-05-29,ANO1392@havemydata.nz,7591400,phone
ANE1396,Shanell  ,1970-10-12,ANE1396@havemydata.nz,8261404,text
ANQ1400,Tammara  ,1911-07-26,ANQ1400@havemydata.nz,8341408,email
ANK1404,Marietta  ,1956-11-29,ANK1404@havemydata.nz,6591412,phone
ANC1408,Josephina  ,1950-10-27,ANC1408@havemydata.nz,8071416,text
ANF1412,Santa  ,1979-12-18,ANF1412@havemydata.nz,6771420,text
ANM1416,Elma  ,1915-05-04,ANM1416@havemydata.nz,6761424,phone
ANQ1420,Angila  ,1967-10-16,ANQ1420@havemydata.nz,7811428,text
ANJ1424,Zita  ,1968-07-19,ANJ1424@havemydata.nz,8421432,phone
ANE1428,Nakisha  ,1948-06-23,ANE1428@havemydata.nz,7061436,text
ANZ1432,Fredda  ,1976-03-05,ANZ1432@havemydata.nz,7721440,phone
ANH1436,Larraine  ,1915-03-04,ANH1436@havemydata.nz,8631444,text
ANR1440,Jesica  ,1941-11-24,ANR1440@havemydata.nz,8511448,phone
ANU1444,Ivana  ,1927-07-30,ANU1444@havemydata.nz,6681452,phone
ANB1448,Daisey  ,1958-06-02,ANB1448@havemydata.nz,6811456,phone
AOO1452,Jesica  ,1937-10-11,AOO1452@havemydata.nz,6661460,phone
AOC1456,Shan  ,1954-01-05,AOC1456@havemydata.nz,7451464,phone
AOP1460,Brock  ,1918-08-25,AOP1460@havemydata.nz,6511468,phone
AOB1464,Salome  ,1933-08-23,AOB1464@havemydata.nz,7371472,text
AOJ1468,Emogene  ,1919-11-08,AOJ1468@havemydata.nz,7561476,text
AON1472,Marietta  ,1973-04-01,AON1472@havemydata.nz,7231480,text
AOL1476,Jesica  ,1951-11-28,AOL1476@havemydata.nz,6551484,phone
AOK1480,Brigid  ,1941-07-31,AOK1480@havemydata.nz,6851488,phone
AOL1484,Jan  ,1972-10-14,AOL1484@havemydata.nz,8641492,phone
AOI1488,Andera  ,1962-07-18,AOI1488@havemydata.nz,7951496,phone
AOL1492,Brock  ,1914-08-16,AOL1492@havemydata.nz,8881500,phone
AOF1496,Man  ,1974-05-25,AOF1496@havemydata.nz,8811504,phone
AOF1500,Helen  ,1977-06-04,AOF1500@havemydata.nz,8111508,text
AOI1504,Carol  ,1987-02-15,AOI1504@havemydata.nz,6671512,text
AOJ1508,Bea  ,1939-03-25,AOJ1508@havemydata.nz,8771516,text
AOU1512,Carter  ,1933-04-12,AOU1512@havemydata.nz,6741520,text
AOU1516,Glennie  ,1944-06-06,AOU1516@havemydata.nz,6631524,phone
AOE1520,Era  ,1983-06-03,AOE1520@havemydata.nz,6821528,phone
AOX1524,Sondra  ,1920-05-05,AOX1524@havemydata.nz,7921532,phone
AOH1528,Glennie  ,1959-07-18,AOH1528@havemydata.nz,6541536,phone
AOG1532,Shanell  ,1918-08-25,AOG1532@havemydata.nz,8631540,text
AOW1536,Marietta  ,1944-08-10,AOW1536@havemydata.nz,8381544,phone
AOX1540,Andera  ,1954-06-23,AOX1540@havemydata.nz,7981548,phone
AOZ1544,Tammara  ,1954-11-26,AOZ1544@havemydata.nz,8061552,text
AOM1548,Larraine  ,1942-11-25,AOM1548@havemydata.nz,7131556,text
AOA1552,Shanell  ,1911-10-29,AOA1552@havemydata.nz,7071560,text
APE1556,Santa  ,1978-11-02,APE1556@havemydata.nz,9071564,text
APV1560,Dorethea  ,1913-10-09,APV1560@havemydata.nz,7511568,text
APM1564,Era  ,1919-10-09,APM1564@havemydata.nz,7111572,text
APT1568,Elma  ,1927-01-10,APT1568@havemydata.nz,7571576,phone
APD1572,Delorse  ,1918-06-13,APD1572@havemydata.nz,7851580,text
APM1576,Max  ,1961-06-25,APM1576@havemydata.nz,7931584,phone
APR1580,Dorethea  ,1980-08-27,APR1580@havemydata.nz,8561588,phone
APC1584,Helen  ,1916-04-28,APC1584@havemydata.nz,8281592,text
APB1588,Latosha  ,1922-10-23,APB1588@havemydata.nz,7741596,phone
APG1592,Kenna  ,1925-06-04,APG1592@havemydata.nz,8591600,phone
APN1596,Delorse  ,1978-12-20,APN1596@havemydata.nz,8971604,phone
APD1600,Dorethea  ,1969-07-02,APD1600@havemydata.nz,7771608,text
APJ1604,Zita  ,1914-05-01,APJ1604@havemydata.nz,7611612,phone
APX1608,Clora  ,1951-01-16,APX1608@havemydata.nz,7781616,text
APO1612,Lilla  ,1964-09-20,APO1612@havemydata.nz,8761620,text
APP1616,Latosha  ,1972-05-12,APP1616@havemydata.nz,8021624,text
APG1620,Glennie  ,1977-06-19,APG1620@havemydata.nz,8161628,text
APW1624,Kenya  ,1982-04-22,APW1624@havemydata.nz,7711632,text
APN1628,Nakisha  ,1911-04-19,APN1628@havemydata.nz,8931636,text
APV1632,Sondra  ,1940-06-17,APV1632@havemydata.nz,6721640,text
APY1636,Ivana  ,1967-12-23,APY1636@havemydata.nz,6791644,phone
APT1640,Carter  ,1913-01-07,APT1640@havemydata.nz,8911648,text
APO1644,Kenya  ,1936-04-02,APO1644@havemydata.nz,7631652,text
API1648,Marietta  ,1941-07-04,API1648@havemydata.nz,7551656,phone
APT1652,Maxwell  ,1950-05-05,APT1652@havemydata.nz,7121660,text
APD1656,Kenya  ,1953-12-18,APD1656@havemydata.nz,6741664,text
AQF1660,Gena  ,1971-07-06,AQF1660@havemydata.nz,8031668,text
AQG1664,Carol  ,1920-01-14,AQG1664@havemydata.nz,8331672,phone
AQJ1668,Cherie  ,1949-11-11,AQJ1668@havemydata.nz,8221676,phone
AQN1672,Max  ,1962-04-30,AQN1672@havemydata.nz,7831680,text
AQN1676,Daisey  ,1912-06-10,AQN1676@havemydata.nz,8851684,phone
AQL1680,Jesica  ,1946-02-08,AQL1680@havemydata.nz,7371688,text
AQC1684,Sondra  ,1973-09-14,AQC1684@havemydata.nz,8321692,text
AQZ1688,Tammara  ,1924-08-25,AQZ1688@havemydata.nz,7751696,text
AQF1692,Mae  ,1978-09-15,AQF1692@havemydata.nz,6841700,text
AQN1696,Maxwell  ,1942-04-12,AQN1696@havemydata.nz,8231704,text
AQG1700,Elma  ,1981-10-20,AQG1700@havemydata.nz,6721708,text
AQS1704,Brigid  ,1968-12-14,AQS1704@havemydata.nz,8141712,text
AQC1708,Nakisha  ,1963-06-12,AQC1708@havemydata.nz,7621716,text
AQQ1712,Jan  ,1920-02-01,AQQ1712@havemydata.nz,8331720,text
AQP1716,Salome  ,1957-06-08,AQP1716@havemydata.nz,7911724,text
AQW1720,Jesica  ,1981-01-24,AQW1720@havemydata.nz,7741728,text
AQF1724,Jan  ,1912-06-28,AQF1724@havemydata.nz,6971732,text
AQD1728,Tyron  ,1977-11-02,AQD1728@havemydata.nz,7771736,text
AQC1732,Naomi  ,1931-06-27,AQC1732@havemydata.nz,8931740,text
AQY1736,Yelena  ,1917-11-01,AQY1736@havemydata.nz,6741744,text
AQG1740,Kenna  ,1984-11-19,AQG1740@havemydata.nz,8381748,text
AQB1744,Glennie  ,1911-07-15,AQB1744@havemydata.nz,7651752,phone
AQF1748,Leora  ,1958-06-09,AQF1748@havemydata.nz,7231756,text
AQM1752,Santa  ,1955-12-27,AQM1752@havemydata.nz,7321760,text
AQY1756,Helen  ,1927-02-06,AQY1756@havemydata.nz,9051764,phone
AQF1760,Shan  ,1920-07-02,AQF1760@havemydata.nz,7221768,text
ARP1764,Emogene  ,1920-01-21,ARP1764@havemydata.nz,7461772,text
ARK1768,Venetta  ,1964-12-05,ARK1768@havemydata.nz,7031776,text
ARQ1772,Shan  ,1962-09-16,ARQ1772@havemydata.nz,8291780,text
ARG1776,Leora  ,1935-09-14,ARG1776@havemydata.nz,7521784,phone
ARK1780,Angila  ,1961-12-05,ARK1780@havemydata.nz,8541788,text
ARK1784,Tammara  ,1913-02-21,ARK1784@havemydata.nz,8511792,email
ARP1788,Man  ,1938-05-26,ARP1788@havemydata.nz,8551796,phone
ARI1792,Brigid  ,1962-02-09,ARI1792@havemydata.nz,8481800,text
ARG1796,Yelena  ,1920-09-30,ARG1796@havemydata.nz,8361804,phone
ARP1800,Mae  ,1940-07-19,ARP1800@havemydata.nz,9031808,phone
ARS1804,Tyron  ,1962-11-14,ARS1804@havemydata.nz,8971812,text
ARP1808,Bea  ,1950-10-19,ARP1808@havemydata.nz,8081816,phone
ARP1812,Cherie  ,1942-07-13,ARP1812@havemydata.nz,8841820,email
ARJ1816,Dorethea  ,1912-02-11,ARJ1816@havemydata.nz,6711824,text
ARX1820,Carol  ,1959-11-15,ARX1820@havemydata.nz,7581828,text
ARO1824,Glennie  ,1941-08-23,ARO1824@havemydata.nz,8271832,text
ARU1828,Larraine  ,1982-11-23,ARU1828@havemydata.nz,7371836,email
ARR1832,Carter  ,1986-11-18,ARR1832@havemydata.nz,7611840,phone
ARJ1836,Nakisha  ,1911-09-10,ARJ1836@havemydata.nz,7641844,phone
ARD1840,Leora  ,1967-05-14,ARD1840@havemydata.nz,8851848,text
ARZ1844,Salome  ,1942-07-02,ARZ1844@havemydata.nz,8551852,text
ARD1848,Tyron  ,1986-07-24,ARD1848@havemydata.nz,6761856,text
ARV1852,Kenna  ,1956-07-05,ARV1852@havemydata.nz,6861860,phone
ARG1856,Tyron  ,1927-02-04,ARG1856@havemydata.nz,7711864,text
ARS1860,Delorse  ,1952-10-05,ARS1860@havemydata.nz,9091868,text
ARQ1864,Brigid  ,1975-12-30,ARQ1864@havemydata.nz,9031872,text
ASO1868,Ivana  ,1958-09-10,ASO1868@havemydata.nz,7011876,phone
ASJ1872,Marietta  ,1983-11-04,ASJ1872@havemydata.nz,8781880,phone
ASF1876,Carter  ,1960-10-26,ASF1876@havemydata.nz,8731884,phone
ASS1880,Judi  ,1954-01-31,ASS1880@havemydata.nz,9021888,phone
ASI1884,Latosha  ,1943-06-11,ASI1884@havemydata.nz,8861892,text
ASE1888,Shanell  ,1948-10-10,ASE1888@havemydata.nz,6691896,phone
AST1892,Helen  ,1970-09-18,AST1892@havemydata.nz,8621900,text
ASM1896,Tammara  ,1911-04-23,ASM1896@havemydata.nz,7621904,text
ASW1900,Nakisha  ,1972-07-31,ASW1900@havemydata.nz,8831908,text
ASX1904,Santa  ,1976-08-06,ASX1904@havemydata.nz,7631912,text
ASH1908,Susann  ,1931-02-10,ASH1908@havemydata.nz,6881916,text
ASN1912,Kenna  ,1987-06-16,ASN1912@havemydata.nz,6891920,text
ASC1916,Nakisha  ,1970-10-06,ASC1916@havemydata.nz,7781924,text
ASS1920,Kenya  ,1959-07-25,ASS1920@havemydata.nz,7721928,text
ASG1924,Yelena  ,1912-08-16,ASG1924@havemydata.nz,8681932,phone
ASY1928,Santa  ,1981-02-04,ASY1928@havemydata.nz,7271936,text
ASB1932,Gena  ,1926-12-08,ASB1932@havemydata.nz,6951940,phone
ASZ1936,Andera  ,1967-02-25,ASZ1936@havemydata.nz,8951944,phone
ASW1940,Kenna  ,1927-04-20,ASW1940@havemydata.nz,7131948,text
ASN1944,Tyron  ,1916-01-24,ASN1944@havemydata.nz,7771952,text
ASF1948,Angila  ,1986-07-18,ASF1948@havemydata.nz,7191956,phone
ASM1952,Delorse  ,1987-02-10,ASM1952@havemydata.nz,8891960,phone
ASP1956,Andera  ,1963-08-27,ASP1956@havemydata.nz,9011964,text
ASJ1960,Emogene  ,1943-07-22,ASJ1960@havemydata.nz,7821968,phone
ASY1964,Yelena  ,1968-09-04,ASY1964@havemydata.nz,8311972,phone
ASM1968,Jesica  ,1924-03-02,ASM1968@havemydata.nz,6881976,text
ATQ1972,Dorethea  ,1915-11-23,ATQ1972@havemydata.nz,6891980,text
ATQ1976,Josephina  ,1942-06-25,ATQ1976@havemydata.nz,8371984,text
ATJ1980,Angila  ,1974-06-23,ATJ1980@havemydata.nz,7611988,text
ATL1984,Andera  ,1935-09-13,ATL1984@havemydata.nz,7951992,text
ATT1988,Fredda  ,1946-07-02,ATT1988@havemydata.nz,8151996,phone
ATA1992,Nakisha  ,1932-05-23,ATA1992@havemydata.nz,6562000,text
ATF1996,Daisey  ,1942-11-08,ATF1996@havemydata.nz,7682004,phone
ATT2000,Salome  ,1935-05-26,ATT2000@havemydata.nz,8922008,phone
ATF2004,Shanell  ,1947-12-14,ATF2004@havemydata.nz,8492012,text
ATI2008,Era  ,1960-09-21,ATI2008@havemydata.nz,6522016,phone
ATY2012,Angila  ,1968-10-23,ATY2012@havemydata.nz,8932020,text
ATP2016,Todd  ,1940-08-19,ATP2016@havemydata.nz,6692024,phone
ATF2020,Angila  ,1917-03-16,ATF2020@havemydata.nz,6612028,text
ATU2024,Helen  ,1939-03-23,ATU2024@havemydata.nz,8372032,phone
ATD2028,Lilla  ,1931-09-03,ATD2028@havemydata.nz,8862036,text
ATI2032,Lilla  ,1937-08-10,ATI2032@havemydata.nz,8652040,text
ATM2036,Elma  ,1979-08-12,ATM2036@havemydata.nz,6932044,text
ATY2040,Todd  ,1933-03-23,ATY2040@havemydata.nz,9082048,text
ATK2044,Era  ,1985-11-13,ATK2044@havemydata.nz,7632052,text
ATA2048,Josephina  ,1954-03-25,ATA2048@havemydata.nz,7722056,phone
ATN2052,Delorse  ,1919-11-06,ATN2052@havemydata.nz,8512060,text
ATI2056,Venetta  ,1923-10-22,ATI2056@havemydata.nz,6942064,phone
ATY2060,Angila  ,1954-03-21,ATY2060@havemydata.nz,6542068,text
ATO2064,Angila  ,1958-09-21,ATO2064@havemydata.nz,7222072,phone
ATH2068,Jan  ,1958-05-03,ATH2068@havemydata.nz,8122076,text
ATE2072,Sondra  ,1943-03-30,ATE2072@havemydata.nz,8682080,phone
AUY2076,Emogene  ,1924-08-27,AUY2076@havemydata.nz,8222084,text
AUZ2080,Nakisha  ,1937-11-08,AUZ2080@havemydata.nz,8842088,text
AUI2084,Kenna  ,1925-08-09,AUI2084@havemydata.nz,7842092,email
AUU2088,Judi  ,1970-12-01,AUU2088@havemydata.nz,8432096,text
AUS2092,Sondra  ,1964-07-30,AUS2092@havemydata.nz,8832100,phone
AUR2096,Gena  ,1958-02-26,AUR2096@havemydata.nz,8382104,text
AUI2100,Josephina  ,1936-10-01,AUI2100@havemydata.nz,8132108,phone
AUV2104,Judi  ,1917-12-07,AUV2104@havemydata.nz,8092112,text
AUF2108,Venetta  ,1912-06-01,AUF2108@havemydata.nz,7472116,phone
AUQ2112,Shan  ,1912-08-16,AUQ2112@havemydata.nz,9082120,text
AUZ2116,Sondra  ,1951-08-28,AUZ2116@havemydata.nz,7692124,phone
AUR2120,Helen  ,1976-07-21,AUR2120@havemydata.nz,8122128,text
AUY2124,Yelena  ,1985-03-25,AUY2124@havemydata.nz,8032132,phone
AUI2128,Todd  ,1914-03-15,AUI2128@havemydata.nz,7982136,text
AUV2132,Andera  ,1939-05-29,AUV2132@havemydata.nz,8392140,text
AUM2136,Nakisha  ,1986-11-02,AUM2136@havemydata.nz,8992144,phone
AUC2140,Venetta  ,1955-07-07,AUC2140@havemydata.nz,8492148,phone
AUM2144,Leora  ,1941-05-30,AUM2144@havemydata.nz,7332152,phone
AUI2148,Josephina  ,1933-01-15,AUI2148@havemydata.nz,8552156,phone
AUU2152,Carter  ,1932-09-16,AUU2152@havemydata.nz,8642160,phone
AUU2156,Andera  ,1936-01-25,AUU2156@havemydata.nz,7362164,text
AUC2160,Tammara  ,1957-06-27,AUC2160@havemydata.nz,8392168,phone
AUH2164,Fredda  ,1945-12-09,AUH2164@havemydata.nz,8292172,text
AUE2168,Elma  ,1929-08-27,AUE2168@havemydata.nz,7882176,text
AUT2172,Leora  ,1943-07-21,AUT2172@havemydata.nz,8052180,phone
AUQ2176,Max  ,1934-11-20,AUQ2176@havemydata.nz,8042184,text
AVR2180,Jan  ,1915-11-11,AVR2180@havemydata.nz,8142188,phone
AVY2184,Kenna  ,1939-05-12,AVY2184@havemydata.nz,7732192,text
AVX2188,Judi  ,1952-09-30,AVX2188@havemydata.nz,8662196,text
AVQ2192,Brigid  ,1986-05-22,AVQ2192@havemydata.nz,9062200,text
AVC2196,Judi  ,1923-06-13,AVC2196@havemydata.nz,8182204,phone
AVA2200,Tyron  ,1930-01-05,AVA2200@havemydata.nz,7732208,phone
AVV2204,Sondra  ,1924-01-26,AVV2204@havemydata.nz,7142212,text
AVM2208,Jesica  ,1985-01-26,AVM2208@havemydata.nz,8562216,email
AVO2212,Fredda  ,1978-02-05,AVO2212@havemydata.nz,7812220,phone
AVV2216,Naomi  ,1924-05-26,AVV2216@havemydata.nz,7952224,text
AVU2220,Carter  ,1982-03-05,AVU2220@havemydata.nz,7362228,phone
AVR2224,Kenya  ,1956-10-17,AVR2224@havemydata.nz,8072232,phone
AVM2228,Salome  ,1986-07-10,AVM2228@havemydata.nz,6692236,text
AVE2232,Andera  ,1928-01-18,AVE2232@havemydata.nz,7482240,text
AVA2236,Gena  ,1981-05-03,AVA2236@havemydata.nz,7372244,text
AVB2240,Tammara  ,1917-05-27,AVB2240@havemydata.nz,8752248,phone
AVD2244,Zita  ,1984-05-09,AVD2244@havemydata.nz,8382252,phone
AVR2248,Larraine  ,1981-08-24,AVR2248@havemydata.nz,7622256,text
AVB2252,Shanell  ,1924-05-25,AVB2252@havemydata.nz,7252260,text
AVR2256,Leora  ,1919-04-30,AVR2256@havemydata.nz,6732264,text
AVJ2260,Maxwell  ,1921-02-18,AVJ2260@havemydata.nz,7142268,text
AVF2264,Tyron  ,1940-05-13,AVF2264@havemydata.nz,7792272,text
AVB2268,Daisey  ,1965-06-30,AVB2268@havemydata.nz,8982276,text
AVS2272,Max  ,1973-11-13,AVS2272@havemydata.nz,6612280,phone
AVT2276,Glennie  ,1960-09-06,AVT2276@havemydata.nz,7282284,text
AVD2280,Dorethea  ,1931-12-02,AVD2280@havemydata.nz,8092288,text
AWC2284,Naomi  ,1916-09-28,AWC2284@havemydata.nz,6512292,text
AWQ2288,Fredda  ,1934-08-09,AWQ2288@havemydata.nz,7762296,phone
AWM2292,Shanell  ,1961-05-05,AWM2292@havemydata.nz,8772300,text
AWP2296,Lilla  ,1922-01-10,AWP2296@havemydata.nz,8932304,text
AWA2300,Gena  ,1986-02-05,AWA2300@havemydata.nz,7312308,phone
AWE2304,Man  ,1986-08-18,AWE2304@havemydata.nz,7042312,text
AWY2308,Glennie  ,1956-10-10,AWY2308@havemydata.nz,8422316,text
AWU2312,Kenna  ,1975-04-10,AWU2312@havemydata.nz,8582320,phone
AWY2316,Zita  ,1932-01-13,AWY2316@havemydata.nz,6762324,phone
AWC2320,Carter  ,1925-08-31,AWC2320@havemydata.nz,7812328,phone
AWD2324,Venetta  ,1918-02-20,AWD2324@havemydata.nz,8512332,text
AWK2328,Salome  ,1932-09-03,AWK2328@havemydata.nz,7052336,text
AWX2332,Jesica  ,1974-12-25,AWX2332@havemydata.nz,6882340,text
AWF2336,Josephina  ,1982-11-17,AWF2336@havemydata.nz,7752344,text
AWI2340,Maxwell  ,1972-02-20,AWI2340@havemydata.nz,7892348,phone
AWI2344,Salome  ,1942-04-26,AWI2344@havemydata.nz,8862352,phone
AWO2348,Glennie  ,1963-11-29,AWO2348@havemydata.nz,8112356,phone
AWH2352,Jesica  ,1984-06-27,AWH2352@havemydata.nz,8652360,text
AWD2356,Max  ,1971-08-06,AWD2356@havemydata.nz,8272364,phone
AWO2360,Venetta  ,1917-01-06,AWO2360@havemydata.nz,7832368,text
AWO2364,Todd  ,1950-08-23,AWO2364@havemydata.nz,6872372,phone
AWN2368,Glennie  ,1946-03-05,AWN2368@havemydata.nz,7562376,phone
AWW2372,Brock  ,1948-04-10,AWW2372@havemydata.nz,8662380,phone
AWD2376,Andera  ,1948-11-05,AWD2376@havemydata.nz,7272384,text
AWR2380,Clora  ,1926-09-19,AWR2380@havemydata.nz,7752388,text
AWC2384,Josephina  ,1959-06-29,AWC2384@havemydata.nz,8252392,email
AXH2388,Dorethea  ,1974-05-02,AXH2388@havemydata.nz,7662396,phone
AXJ2392,Venetta  ,1960-02-25,AXJ2392@havemydata.nz,6742400,text
AXL2396,Daisey  ,1955-12-09,AXL2396@havemydata.nz,8812404,phone
AXC2400,Delorse  ,1968-05-15,AXC2400@havemydata.nz,6972408,phone
AXM2404,Bea  ,1986-01-23,AXM2404@havemydata.nz,6592412,text
AXT2408,Lilla  ,1911-02-22,AXT2408@havemydata.nz,7742416,text
AXI2412,Venetta  ,1987-08-17,AXI2412@havemydata.nz,8162420,phone
AXX2416,Tammara  ,1981-01-20,AXX2416@havemydata.nz,6612424,phone
AXA2420,Leora  ,1977-10-03,AXA2420@havemydata.nz,6612428,phone
AXM2424,Clora  ,1949-09-09,AXM2424@havemydata.nz,8962432,text
AXP2428,Era  ,1965-07-06,AXP2428@havemydata.nz,7032436,email
AXL2432,Carol  ,1914-07-25,AXL2432@havemydata.nz,6622440,text
AXX2436,Zita  ,1981-11-06,AXX2436@havemydata.nz,8872444,phone
AXM2440,Era  ,1928-10-17,AXM2440@havemydata.nz,6732448,text
AXA2444,Lilla  ,1929-11-18,AXA2444@havemydata.nz,8932452,text
AXU2448,Fredda  ,1956-08-07,AXU2448@havemydata.nz,8212456,phone
AXJ2452,Josephina  ,1981-07-25,AXJ2452@havemydata.nz,7462460,email
AXU2456,Latosha  ,1966-09-30,AXU2456@havemydata.nz,8412464,phone
AXH2460,Kenna  ,1915-02-25,AXH2460@havemydata.nz,8642468,phone
AXI2464,Sondra  ,1967-03-16,AXI2464@havemydata.nz,8022472,text
AXH2468,Zita  ,1913-08-27,AXH2468@havemydata.nz,7022476,text
AXX2472,Helen  ,1963-11-04,AXX2472@havemydata.nz,7362480,text
AXG2476,Tammara  ,1934-05-10,AXG2476@havemydata.nz,7942484,text
AXC2480,Tammara  ,1949-12-12,AXC2480@havemydata.nz,8812488,text
AXC2484,Tyron  ,1934-04-16,AXC2484@havemydata.nz,9012492,phone
AXK2488,Cherie  ,1912-11-14,AXK2488@havemydata.nz,7122496,phone
AYS2492,Max  ,1922-03-29,AYS2492@havemydata.nz,7722500,email
AYD2496,Angila  ,1985-01-31,AYD2496@havemydata.nz,6632504,phone
AYK2500,Carter  ,1958-01-29,AYK2500@havemydata.nz,7422508,text
AYC2504,Carol  ,1987-09-07,AYC2504@havemydata.nz,7462512,phone
AYH2508,Man  ,1928-03-08,AYH2508@havemydata.nz,7072516,phone
AYJ2512,Maxwell  ,1949-01-31,AYJ2512@havemydata.nz,7952520,text
AYK2516,Carter  ,1926-04-26,AYK2516@havemydata.nz,7762524,phone
AYU2520,Gena  ,1942-02-10,AYU2520@havemydata.nz,8832528,phone
AYU2524,Brigid  ,1953-01-22,AYU2524@havemydata.nz,7032532,text
AYV2528,Susann  ,1917-12-02,AYV2528@havemydata.nz,8442536,text
AYZ2532,Salome  ,1918-01-28,AYZ2532@havemydata.nz,8492540,phone
AYI2536,Venetta  ,1927-09-11,AYI2536@havemydata.nz,6512544,phone
AYO2540,Clora  ,1944-05-08,AYO2540@havemydata.nz,6892548,text
AYL2544,Salome  ,1930-01-23,AYL2544@havemydata.nz,6812552,text
AYK2548,Carol  ,1962-02-10,AYK2548@havemydata.nz,7032556,text
AYF2552,Todd  ,1962-10-23,AYF2552@havemydata.nz,8272560,text
AYK2556,Mae  ,1952-10-18,AYK2556@havemydata.nz,7162564,text
AYL2560,Judi  ,1977-11-02,AYL2560@havemydata.nz,6952568,phone
AYK2564,Todd  ,1938-07-13,AYK2564@havemydata.nz,8012572,phone
AYY2568,Carol  ,1950-06-14,AYY2568@havemydata.nz,8472576,phone
AYW2572,Fredda  ,1930-01-26,AYW2572@havemydata.nz,7362580,text
AYM2576,Salome  ,1943-11-22,AYM2576@havemydata.nz,7552584,text
AYZ2580,Venetta  ,1950-01-25,AYZ2580@havemydata.nz,8022588,text
AYY2584,Naomi  ,1912-07-27,AYY2584@havemydata.nz,7432592,text
AYL2588,Helen  ,1952-11-22,AYL2588@havemydata.nz,8222596,text
AYF2592,Maxwell  ,1987-04-25,AYF2592@havemydata.nz,8962600,text
AZH2596,Kenya  ,1944-11-16,AZH2596@havemydata.nz,6562604,phone
AZT2600,Clora  ,1928-04-07,AZT2600@havemydata.nz,6532608,phone
AZK2604,Kenna  ,1933-06-11,AZK2604@havemydata.nz,7432612,phone
AZK2608,Carol  ,1963-10-13,AZK2608@havemydata.nz,8132616,phone
AZA2612,Kenna  ,1941-04-25,AZA2612@havemydata.nz,8262620,text
AZH2616,Helen  ,1913-11-22,AZH2616@havemydata.nz,7272624,phone
AZS2620,Fredda  ,1947-10-31,AZS2620@havemydata.nz,7632628,phone
AZD2624,Marietta  ,1982-07-05,AZD2624@havemydata.nz,6822632,text
AZW2628,Josephina  ,1932-04-23,AZW2628@havemydata.nz,7452636,phone
AZX2632,Jan  ,1915-07-26,AZX2632@havemydata.nz,8932640,text
AZE2636,Todd  ,1926-03-21,AZE2636@havemydata.nz,6532644,phone
AZB2640,Jesica  ,1938-11-03,AZB2640@havemydata.nz,8812648,phone
AZK2644,Venetta  ,1944-01-24,AZK2644@havemydata.nz,6522652,text
AZU2648,Leora  ,1947-10-04,AZU2648@havemydata.nz,8372656,phone
AZX2652,Max  ,1948-10-09,AZX2652@havemydata.nz,7942660,text
AZH2656,Susann  ,1963-06-23,AZH2656@havemydata.nz,7872664,phone
AZS2660,Susann  ,1975-07-30,AZS2660@havemydata.nz,8152668,text
AZO2664,Leora  ,1946-10-23,AZO2664@havemydata.nz,6892672,phone
AZK2668,Carter  ,1935-11-03,AZK2668@havemydata.nz,7322676,text
AZL2672,Fredda  ,1913-09-17,AZL2672@havemydata.nz,6952680,text
AZK2676,Angila  ,1917-01-29,AZK2676@havemydata.nz,8742684,text
AZX2680,Cherie  ,1913-11-07,AZX2680@havemydata.nz,7732688,phone
AZI2684,Santa  ,1944-07-03,AZI2684@havemydata.nz,8712692,text
AZB2688,Dorethea  ,1940-03-22,AZB2688@havemydata.nz,7092696,phone
AZX2692,Mae  ,1931-11-08,AZX2692@havemydata.nz,8722700,text
AZX2696,Judi  ,1930-08-20,AZX2696@havemydata.nz,6572704,text
BAR2700,Dorethea  ,1923-05-06,BAR2700@havemydata.nz,7992708,phone
BAE2704,Delorse  ,1986-08-02,BAE2704@havemydata.nz,7022712,phone
BAC2708,Todd  ,1917-09-06,BAC2708@havemydata.nz,7352716,phone
BAA2712,Lilla  ,1932-10-03,BAA2712@havemydata.nz,6942720,text
BAG2716,Jesica  ,1932-04-29,BAG2716@havemydata.nz,7212724,text
BAB2720,Fredda  ,1938-05-18,BAB2720@havemydata.nz,8922728,email
BAI2724,Angila  ,1980-08-15,BAI2724@havemydata.nz,8722732,text
BAY2728,Mae  ,1982-06-19,BAY2728@havemydata.nz,9032736,email
BAW2732,Andera  ,1961-11-02,BAW2732@havemydata.nz,8512740,text
BAC2736,Naomi  ,1985-03-29,BAC2736@havemydata.nz,7012744,phone
BAH2740,Brigid  ,1919-04-01,BAH2740@havemydata.nz,8232748,phone
BAS2744,Santa  ,1965-07-04,BAS2744@havemydata.nz,7522752,text
BAC2748,Carter  ,1952-12-22,BAC2748@havemydata.nz,8122756,text
BAX2752,Angila  ,1967-01-10,BAX2752@havemydata.nz,8622760,phone
BAA2756,Emogene  ,1959-08-11,BAA2756@havemydata.nz,6732764,phone
BAP2760,Marietta  ,1944-05-12,BAP2760@havemydata.nz,8282768,text
BAI2764,Naomi  ,1967-06-28,BAI2764@havemydata.nz,8762772,text
BAV2768,Ivana  ,1962-09-17,BAV2768@havemydata.nz,7362776,phone
BAL2772,Nakisha  ,1986-07-05,BAL2772@havemydata.nz,7472780,text
BAM2776,Carol  ,1984-04-11,BAM2776@havemydata.nz,7072784,text
